auctionid,bid,bidtime,bidder,bidderrate,openbid,price
8212264580,29.99,1.434954,dwainessa123,32.0,29.99,127.51
8212264580,31.0,4.328322,babygirljrt,0.0,29.99,127.51
8212264580,40.0,5.191493,sukmaipagoda,218.0,29.99,127.51
8212264580,35.0,5.278773,babygirljrt,0.0,29.99,127.51
8212264580,40.0,5.278843,babygirljrt,0.0,29.99,127.51
8212264580,45.0,5.278924,babygirljrt,0.0,29.99,127.51
8212264580,100.0,6.094178,bs575,2.0,29.99,127.51
8212264580,50.0,6.309826,sukmaipagoda,218.0,29.99,127.51
8212264580,60.0,6.309907,sukmaipagoda,218.0,29.99,127.51
8212264580,70.0,6.569907000000001,sukmaipagoda,218.0,29.99,127.51
8212264580,75.0,6.696169,juanangel80,2.0,29.99,127.51
8212264580,80.0,6.697141,juanangel80,2.0,29.99,127.51
8212264580,85.0,6.697454,juanangel80,2.0,29.99,127.51
8212264580,90.0,6.698831,juanangel80,2.0,29.99,127.51
8212264580,100.0,6.798947,juanangel80,2.0,29.99,127.51
8212264580,127.51,6.899572,alsald,21.0,29.99,127.51
8212264580,105.0,6.998519,dieglad,1.0,29.99,127.51
8212264580,110.01,6.9986809999999995,damch47d,16.0,29.99,127.51
8212264580,115.01,6.998889,damch47d,16.0,29.99,127.51
8212264580,120.01,6.999086,damch47d,16.0,29.99,127.51
8212264580,127.51,6.999549000000001,alsald,21.0,29.99,127.51
8212264580,125.01,6.999664,damch47d,16.0,29.99,127.51
8212268905,95.0,2.998032,chinozzz,324.0,85.0,130.0
8212268905,100.0,6.533229,runnerpiano,106.0,85.0,130.0
8212268905,120.0,6.6315740000000005,dpbspb,42.0,85.0,130.0
8212268905,125.0,6.855949000000001,oldmilw,4.0,85.0,130.0
8212268905,125.0,6.880578999999999,meganliz89,76.0,85.0,130.0
8212268905,127.5,6.880822,meganliz89,76.0,85.0,130.0
8212268905,130.0,6.913854,scotches_2,16.0,85.0,130.0
8212272351,90.0,5.489051,matwod,23.0,75.0,125.0
8212272351,80.0,6.9299539999999995,imecc,11.0,75.0,125.0
8212272351,110.0,6.996134,vt_james,25.0,75.0,125.0
8212272351,95.0,6.997186999999999,dbecerraii,18.0,75.0,125.0
8212272351,97.0,6.997396000000001,dbecerraii,18.0,75.0,125.0
8212272351,100.0,6.997546000000001,dbecerraii,18.0,75.0,125.0
8212272351,110.0,6.997847,dbecerraii,18.0,75.0,125.0
8212272351,125.0,6.998206,dbecerraii,18.0,75.0,125.0
8212272351,125.0,6.99875,vt_james,25.0,75.0,125.0
8212277835,150.0,6.650475,jjscoug,24.0,150.0,152.5
8212277835,152.5,6.9139,rockyg418,15.0,150.0,152.5
8212277835,152.5,6.914688000000001,rockyg418,15.0,150.0,152.5
8212339045,15.0,0.278727,cardo8,0.0,0.99,177.5
8212339045,2.0,0.812407,lisa24603,92.0,0.99,177.5
8212339045,3.0,0.815231,jaddee2,0.0,0.99,177.5
8212339045,3.5,0.844167,markman58,3.0,0.99,177.5
8212339045,10.0,1.2953700000000001,fivebambam6,97.0,0.99,177.5
8212339045,20.0,1.295521,fivebambam6,97.0,0.99,177.5
8212339045,20.0,1.348299,davgig,21.0,0.99,177.5
8212339045,30.0,1.3484610000000001,davgig,21.0,0.99,177.5
8212339045,21.0,5.9856370000000005,minipc1,104.0,0.99,177.5
8212339045,25.0,6.129988,hawker_dude,3.0,0.99,177.5
8212339045,125.0,6.141968,hawker_dude,3.0,0.99,177.5
8212339045,32.0,6.19088,john0050-1,5.0,0.99,177.5
8212339045,35.0,6.191134,john0050-1,5.0,0.99,177.5
8212339045,100.0,6.2555559999999995,mustoe31,3.0,0.99,177.5
8212339045,110.0,6.686551,scotches_2,16.0,0.99,177.5
8212339045,152.5,6.847233999999999,esooners36,3.0,0.99,177.5
8212339045,130.0,6.896771,minipc1,104.0,0.99,177.5
8212339045,150.25,6.916053,drosiers,84.0,0.99,177.5
8212339045,165.0,6.916181,drosiers,84.0,0.99,177.5
8212339045,175.0,6.978623,dpbspb,42.0,0.99,177.5
8212339045,177.5,6.995058,glasgow3219,0.0,0.99,177.5
8212359174,3.0,0.023403,jafarabu,1.0,3.0,222.5
8212359174,20.0,0.148484,zachkohn,3.0,3.0,222.5
8212359174,15.25,0.753866,rose_0417,3.0,3.0,222.5
8212359174,21.25,0.754039,rose_0417,3.0,3.0,222.5
8212359174,30.0,0.808171,zachkohn,3.0,3.0,222.5
8212359174,25.0,0.911366,bobbyjpalma,0.0,3.0,222.5
8212359174,27.0,0.911539,bobbyjpalma,0.0,3.0,222.5
8212359174,30.0,0.91169,bobbyjpalma,0.0,3.0,222.5
8212359174,50.0,1.578773,zachkohn,3.0,3.0,222.5
8212359174,32.0,1.7606939999999998,jimmhumm,1.0,3.0,222.5
8212359174,34.0,1.761019,jimmhumm,1.0,3.0,222.5
8212359174,36.0,1.7611459999999999,jimmhumm,1.0,3.0,222.5
8212359174,50.0,2.300174,swainpd,1.0,3.0,222.5
8212359174,60.0,2.5572220000000003,zachkohn,3.0,3.0,222.5
8212359174,52.5,2.9288540000000003,jimmhumm,1.0,3.0,222.5
8212359174,55.0,2.9289810000000003,jimmhumm,1.0,3.0,222.5
8212359174,60.0,2.929109,jimmhumm,1.0,3.0,222.5
8212359174,65.0,2.9293400000000003,jimmhumm,1.0,3.0,222.5
8212359174,100.0,3.642604,supraman502,246.0,3.0,222.5
8212359174,100.0,3.814722,jimmhumm,1.0,3.0,222.5
8212359174,125.0,3.8149309999999996,jimmhumm,1.0,3.0,222.5
8212359174,105.0,6.779942,jonkocinski,9.0,3.0,222.5
8212359174,115.75,6.780197,jonkocinski,9.0,3.0,222.5
8212359174,125.0,6.780347,jonkocinski,9.0,3.0,222.5
8212359174,130.0,6.780463,jonkocinski,9.0,3.0,222.5
8212359174,135.75,6.780625,jonkocinski,9.0,3.0,222.5
8212359174,130.0,6.927511999999999,chuck31687,6.0,3.0,222.5
8212359174,135.0,6.92772,chuck31687,6.0,3.0,222.5
8212359174,138.25,6.927882,chuck31687,6.0,3.0,222.5
8212359174,140.75,6.928299000000001,sbarto99,28.0,3.0,222.5
8212359174,155.75,6.9341550000000005,dtoler69,2.0,3.0,222.5
8212359174,175.0,6.934861,dtoler69,2.0,3.0,222.5
8212359174,155.0,6.975752000000001,brimclain,188.0,3.0,222.5
8212359174,160.0,6.975891000000001,brimclain,188.0,3.0,222.5
8212359174,165.0,6.9798029999999995,zachkohn,3.0,3.0,222.5
8212359174,170.0,6.979883999999999,zachkohn,3.0,3.0,222.5
8212359174,180.0,6.9799880000000005,zachkohn,3.0,3.0,222.5
8212359174,200.0,6.9812270000000005,zachkohn,3.0,3.0,222.5
8212359174,185.0,6.981342999999999,brimclain,188.0,3.0,222.5
8212359174,199.0,6.98235,dtoler69,2.0,3.0,222.5
8212359174,210.0,6.982581,dtoler69,2.0,3.0,222.5
8212359174,222.5,6.999144,zachkohn,3.0,3.0,222.5
8212359174,215.0,6.999306,dtoler69,2.0,3.0,222.5
8212359174,220.0,6.9994559999999995,dtoler69,2.0,3.0,222.5
8212359174,222.5,6.999769000000001,zachkohn,3.0,3.0,222.5
8212381867,1.0,0.197616,magestrithe,2.0,0.99,81.0
8212381867,10.0,0.19785899999999998,magestrithe,2.0,0.99,81.0
8212381867,5.0,1.6890740000000002,eptxm22,0.0,0.99,81.0
8212381867,10.0,1.9295490000000002,eptxm22,0.0,0.99,81.0
8212381867,12.0,2.187512,eptxm22,0.0,0.99,81.0
8212381867,50.0,6.203958,2005joyel,0.0,0.99,81.0
8212381867,13.0,6.229248,magestrithe,2.0,0.99,81.0
8212381867,20.0,6.623345,jdev24,0.0,0.99,81.0
8212381867,25.0,6.623576,jdev24,0.0,0.99,81.0
8212381867,28.0,6.656806,minipc1,104.0,0.99,81.0
8212381867,40.0,6.728762,sakyia2005,0.0,0.99,81.0
8212381867,70.0,6.747453999999999,diazernus,38.0,0.99,81.0
8212381867,52.0,6.8692009999999994,darth_guaca,30.0,0.99,81.0
8212381867,56.0,6.869339999999999,darth_guaca,30.0,0.99,81.0
8212381867,59.0,6.8696410000000006,darth_guaca,30.0,0.99,81.0
8212381867,61.0,6.870069,darth_guaca,30.0,0.99,81.0
8212381867,63.0,6.8703009999999995,darth_guaca,30.0,0.99,81.0
8212381867,70.0,6.978356,matrix100161,12.0,0.99,81.0
8212381867,75.0,6.97853,matrix100161,12.0,0.99,81.0
8212381867,72.0,6.995647999999999,spiculichos,0.0,0.99,81.0
8212381867,74.0,6.9960070000000005,spiculichos,0.0,0.99,81.0
8212381867,80.0,6.996214999999999,spiculichos,0.0,0.99,81.0
8212381867,81.0,6.996759,spiculichos,0.0,0.99,81.0
8212381867,80.0,6.99978,cichlidhead,7.0,0.99,81.0
8212408545,5.0,0.032211000000000004,cardo8,0.0,1.0,202.5
8212408545,10.0,0.734005,poder7,0.0,1.0,202.5
8212408545,7.0,1.978947,cardo8,0.0,1.0,202.5
8212408545,10.0,1.979039,cardo8,0.0,1.0,202.5
8212408545,10.5,1.979236,cardo8,0.0,1.0,202.5
8212408545,50.0,2.122778,swainpd,1.0,1.0,202.5
8212408545,75.0,2.43625,countryfish25,31.0,1.0,202.5
8212408545,60.0,2.868067,chloesmitty,0.0,1.0,202.5
8212408545,70.0,2.868773,chloesmitty,0.0,1.0,202.5
8212408545,80.0,2.8690740000000003,chloesmitty,0.0,1.0,202.5
8212408545,100.0,4.7643059999999995,countryfish25,31.0,1.0,202.5
8212408545,130.0,5.042141,countryfish25,31.0,1.0,202.5
8212408545,85.76,6.541701,jenie5dogs,241.0,1.0,202.5
8212408545,100.0,6.676353999999999,bunnyfluf,3.0,1.0,202.5
8212408545,150.0,6.676516,bunnyfluf,3.0,1.0,202.5
8212408545,150.0,6.8220600000000005,countryfish25,31.0,1.0,202.5
8212408545,160.0,6.822431,countryfish25,31.0,1.0,202.5
8212408545,200.0,6.8227660000000006,countryfish25,31.0,1.0,202.5
8212408545,160.0,6.870741000000001,bunnyfluf,3.0,1.0,202.5
8212408545,170.0,6.870938000000001,bunnyfluf,3.0,1.0,202.5
8212408545,180.0,6.87103,bunnyfluf,3.0,1.0,202.5
8212408545,190.0,6.871146,bunnyfluf,3.0,1.0,202.5
8212408545,200.0,6.871296000000001,bunnyfluf,3.0,1.0,202.5
8212408545,202.5,6.8714699999999995,bunnyfluf,3.0,1.0,202.5
8212408545,202.5,6.871979,bunnyfluf,3.0,1.0,202.5
8212441657,80.99,6.899792,mn_mods,103.0,80.0,81.99
8212441657,81.99,6.994086,julianne117,158.0,80.0,81.99
8212530768,70.0,6.3944790000000005,reenactorny,9.0,69.99,90.0
8212530768,85.0,6.439306,sdog153,30.0,69.99,90.0
8212530768,90.0,6.731296,essarios187,51.0,69.99,90.0
8212530768,87.0,6.913575999999999,deby0021,1.0,69.99,90.0
8212530768,89.0,6.91375,deby0021,1.0,69.99,90.0
8212591610,0.01,0.185104,giveglory2,8.0,0.01,114.5
8212591610,1.0,0.18570599999999998,crazyinlove1178,0.0,0.01,114.5
8212591610,0.11,0.1925,giveglory2,8.0,0.01,114.5
8212591610,0.21,0.192813,giveglory2,8.0,0.01,114.5
8212591610,0.99,0.193472,giveglory2,8.0,0.01,114.5
8212591610,1.25,0.19400499999999998,giveglory2,8.0,0.01,114.5
8212591610,5.0,0.215162,sweetie6684,164.0,0.01,114.5
8212591610,10.0,0.28169,davgig,21.0,0.01,114.5
8212591610,6.25,0.985116,ben8079,1.0,0.01,114.5
8212591610,8.0,0.985417,ben8079,1.0,0.01,114.5
8212591610,15.0,0.9859379999999999,ben8079,1.0,0.01,114.5
8212591610,35.0,1.0053940000000001,davgig,21.0,0.01,114.5
8212591610,25.0,1.249514,ben8079,1.0,0.01,114.5
8212591610,30.0,1.2497340000000001,ben8079,1.0,0.01,114.5
8212591610,40.0,1.249896,ben8079,1.0,0.01,114.5
8212591610,50.0,1.364363,ben8079,1.0,0.01,114.5
8212591610,50.01,1.915845,davgig,21.0,0.01,114.5
8212591610,60.0,5.607975,lucky4_u_2,5.0,0.01,114.5
8212591610,75.0,6.168611,fitnessannie,5.0,0.01,114.5
8212591610,62.0,6.184178,timmons1927,0.0,0.01,114.5
8212591610,65.0,6.184352,timmons1927,0.0,0.01,114.5
8212591610,70.0,6.184595,timmons1927,0.0,0.01,114.5
8212591610,72.0,6.1964120000000005,timmons1927,0.0,0.01,114.5
8212591610,75.0,6.216111,lucky4_u_2,5.0,0.01,114.5
8212591610,80.0,6.216343,lucky4_u_2,5.0,0.01,114.5
8212591610,77.0,6.261354,timmons1927,0.0,0.01,114.5
8212591610,80.0,6.261563,timmons1927,0.0,0.01,114.5
8212591610,90.0,6.924316999999999,kurtm1984,0.0,0.01,114.5
8212591610,102.0,6.9243630000000005,orion5890,53.0,0.01,114.5
8212591610,100.0,6.935579,melwalsh1969,22.0,0.01,114.5
8212591610,105.0,6.987188000000001,deals-by-auctionwolf,360.0,0.01,114.5
8212591610,107.0,6.996933,orion5890,53.0,0.01,114.5
8212591610,109.5,6.997951,davice11,1.0,0.01,114.5
8212591610,112.0,6.999572,42179odie,0.0,0.01,114.5
8212591610,114.5,6.999769000000001,davice11,1.0,0.01,114.5
8212602164,10.0,0.119977,red_imperial_paintball,4.0,3.0,212.5
8212602164,5.0,0.17,sweetie6684,164.0,3.0,212.5
8212602164,6.0,0.317581,dewmangavin,0.0,3.0,212.5
8212602164,10.0,0.317685,dewmangavin,0.0,3.0,212.5
8212602164,15.0,0.717766,red_imperial_paintball,4.0,3.0,212.5
8212602164,35.0,1.03853,scott5680_0,0.0,3.0,212.5
8212602164,30.0,1.8869330000000002,jimmhumm,1.0,3.0,212.5
8212602164,34.0,1.887523,jimmhumm,1.0,3.0,212.5
8212602164,38.0,1.8876389999999998,jimmhumm,1.0,3.0,212.5
8212602164,40.0,2.962211,babygirljrt,0.0,3.0,212.5
8212602164,40.0,3.794664,dewmangavin,0.0,3.0,212.5
8212602164,50.0,3.794745,dewmangavin,0.0,3.0,212.5
8212602164,45.0,3.9332870000000004,babygirljrt,0.0,3.0,212.5
8212602164,50.0,3.933356,babygirljrt,0.0,3.0,212.5
8212602164,55.0,3.933437,babygirljrt,0.0,3.0,212.5
8212602164,60.0,5.324572,rodbaylor,6.0,3.0,212.5
8212602164,66.0,5.870278,losiewiczp,1684.0,3.0,212.5
8212602164,65.0,5.959132,babygirljrt,0.0,3.0,212.5
8212602164,68.0,5.959225,babygirljrt,0.0,3.0,212.5
8212602164,70.0,5.964606,jonkocinski,9.0,3.0,212.5
8212602164,95.0,5.964815,jonkocinski,9.0,3.0,212.5
8212602164,71.0,5.985058,babygirljrt,0.0,3.0,212.5
8212602164,75.0,5.985126999999999,babygirljrt,0.0,3.0,212.5
8212602164,78.0,5.9851849999999995,babygirljrt,0.0,3.0,212.5
8212602164,80.0,5.985301,babygirljrt,0.0,3.0,212.5
8212602164,82.0,6.097187,babygirljrt,0.0,3.0,212.5
8212602164,100.0,6.160428,losiewiczp,1684.0,3.0,212.5
8212602164,100.0,6.290417,alan09hinders,29.0,3.0,212.5
8212602164,105.0,6.2904860000000005,alan09hinders,29.0,3.0,212.5
8212602164,105.0,6.500301,jonkocinski,9.0,3.0,212.5
8212602164,110.0,6.500405000000001,jonkocinski,9.0,3.0,212.5
8212602164,157.0,6.500567,jonkocinski,9.0,3.0,212.5
8212602164,110.0,6.837859,dewmangavin,0.0,3.0,212.5
8212602164,120.0,6.913981,jdtexas13,0.0,3.0,212.5
8212602164,125.0,6.914699000000001,jdtexas13,0.0,3.0,212.5
8212602164,130.0,6.914872999999999,jdtexas13,0.0,3.0,212.5
8212602164,210.0,6.9242360000000005,jecker24,7.0,3.0,212.5
8212602164,162.0,6.956759,jonkocinski,9.0,3.0,212.5
8212602164,170.0,6.956933,jonkocinski,9.0,3.0,212.5
8212602164,175.5,6.9570490000000005,jonkocinski,9.0,3.0,212.5
8212602164,180.5,6.9572449999999995,jonkocinski,9.0,3.0,212.5
8212602164,186.0,6.957361,jonkocinski,9.0,3.0,212.5
8212602164,191.0,6.957464999999999,jonkocinski,9.0,3.0,212.5
8212602164,196.0,6.957569,jonkocinski,9.0,3.0,212.5
8212602164,201.0,6.958032000000001,jonkocinski,9.0,3.0,212.5
8212602164,206.0,6.958414,jonkocinski,9.0,3.0,212.5
8212602164,211.0,6.958542,jonkocinski,9.0,3.0,212.5
8212602164,212.5,6.9589,jonkocinski,9.0,3.0,212.5
8212602164,212.5,6.963785000000001,jonkocinski,9.0,3.0,212.5
8212602164,212.5,6.997396000000001,jonkocinski,9.0,3.0,212.5
8212610170,50.0,0.028588,teaguetb,2.0,49.99,133.04
8212610170,60.0,5.839618,losiewiczp,1684.0,49.99,133.04
8212610170,52.0,5.9359720000000005,teaguetb,2.0,49.99,133.04
8212610170,54.0,5.9361,teaguetb,2.0,49.99,133.04
8212610170,72.0,6.144144,tchick4270,71.0,49.99,133.04
8212610170,75.0,6.702176,bbyeck,0.0,49.99,133.04
8212610170,85.0,6.702535000000001,bbyeck,0.0,49.99,133.04
8212610170,80.0,6.799549000000001,jedicaptain12,1.0,49.99,133.04
8212610170,89.0,6.799815,jedicaptain12,1.0,49.99,133.04
8212610170,100.0,6.874514,losiewiczp,1684.0,49.99,133.04
8212610170,100.0,6.962164,bharvey_ads93,18.0,49.99,133.04
8212610170,110.0,6.962464999999999,bharvey_ads93,18.0,49.99,133.04
8212610170,120.0,6.977014,ramrack13,0.0,49.99,133.04
8212610170,121.28,6.986146000000001,tchick4270,71.0,49.99,133.04
8212610170,123.81,6.994861,tchick4270,71.0,49.99,133.04
8212610170,125.0,6.997975,bharvey_ads93,18.0,49.99,133.04
8212610170,128.01,6.998646000000001,tchick4270,71.0,49.99,133.04
8212610170,130.0,6.999525,bharvey_ads93,18.0,49.99,133.04
8212610170,133.04,6.99985,tchick4270,71.0,49.99,133.04
8212610170,132.5,6.99985,travelicurn14,0.0,49.99,133.04
8212610485,1.0,3.2675,jmccann76,55.0,1.0,33.0
8212610485,10.0,3.5543519999999997,litefoot28,132.0,1.0,33.0
8212610485,5.0,4.92485,jmccann76,55.0,1.0,33.0
8212610485,30.0,6.174271,galvestontx77568,2.0,1.0,33.0
8212610485,20.0,6.66228,litefoot28,132.0,1.0,33.0
8212610485,25.0,6.662464999999999,litefoot28,132.0,1.0,33.0
8212610485,30.0,6.662963,litefoot28,132.0,1.0,33.0
8212610485,32.0,6.663355999999999,litefoot28,132.0,1.0,33.0
8212610485,32.0,6.725509,minipc1,104.0,1.0,33.0
8212610485,33.0,6.806806,galvestontx77568,2.0,1.0,33.0
8212629520,1.0,0.023669,934heather,2.0,0.01,132.55
8212629520,0.1,0.025208,america500,25.0,0.01,132.55
8212629520,0.25,0.025937,america500,25.0,0.01,132.55
8212629520,0.5,0.027245,america500,25.0,0.01,132.55
8212629520,1.0,0.027523000000000002,america500,25.0,0.01,132.55
8212629520,2.0,0.027743,america500,25.0,0.01,132.55
8212629520,1.5,0.727049,ratothehool,1.0,0.01,132.55
8212629520,2.0,0.749618,beersxc,0.0,0.01,132.55
8212629520,5.0,0.74978,beersxc,0.0,0.01,132.55
8212629520,2.5,0.807824,america500,25.0,0.01,132.55
8212629520,4.0,0.808287,america500,25.0,0.01,132.55
8212629520,5.0,0.808762,america500,25.0,0.01,132.55
8212629520,6.0,0.8089930000000001,america500,25.0,0.01,132.55
8212629520,20.0,1.518981,rogerd_soccer,0.0,0.01,132.55
8212629520,8.0,1.648553,america500,25.0,0.01,132.55
8212629520,9.0,1.648924,america500,25.0,0.01,132.55
8212629520,11.0,1.649271,america500,25.0,0.01,132.55
8212629520,12.5,1.649572,america500,25.0,0.01,132.55
8212629520,14.0,1.6500689999999998,america500,25.0,0.01,132.55
8212629520,15.01,4.105162,mtns1208,3.0,0.01,132.55
8212629520,16.01,5.0423029999999995,ladyff6409,2.0,0.01,132.55
8212629520,20.0,5.163252,billybobtheranger,2.0,0.01,132.55
8212629520,45.0,5.163426,billybobtheranger,2.0,0.01,132.55
8212629520,40.0,5.663494999999999,rogerd_soccer,0.0,0.01,132.55
8212629520,60.0,5.880637,64pman,14.0,0.01,132.55
8212629520,47.0,5.987569000000001,mniffin01,0.0,0.01,132.55
8212629520,50.0,6.000961,mniffin01,0.0,0.01,132.55
8212629520,55.0,6.046725,dtrude90w7,10.0,0.01,132.55
8212629520,65.0,6.129907,billybobtheranger,2.0,0.01,132.55
8212629520,62.0,6.307627,mniffin01,0.0,0.01,132.55
8212629520,65.0,6.307789,mniffin01,0.0,0.01,132.55
8212629520,90.0,6.581701,dtrude90w7,10.0,0.01,132.55
8212629520,70.0,6.641447,mniffin01,0.0,0.01,132.55
8212629520,72.0,6.827095,valentine5026,0.0,0.01,132.55
8212629520,74.0,6.827245,valentine5026,0.0,0.01,132.55
8212629520,76.0,6.827419,valentine5026,0.0,0.01,132.55
8212629520,78.0,6.827535000000001,valentine5026,0.0,0.01,132.55
8212629520,80.0,6.827685000000001,valentine5026,0.0,0.01,132.55
8212629520,82.0,6.827905,valentine5026,0.0,0.01,132.55
8212629520,85.99,6.828425999999999,valentine5026,0.0,0.01,132.55
8212629520,88.0,6.828622999999999,valentine5026,0.0,0.01,132.55
8212629520,95.0,6.8353470000000005,dtrude90w7,10.0,0.01,132.55
8212629520,100.0,6.931366000000001,hurricanetu,6.0,0.01,132.55
8212629520,100.5,6.961574000000001,dtrude90w7,10.0,0.01,132.55
8212629520,103.0,6.983657000000001,42179odie,0.0,0.01,132.55
8212629520,110.0,6.989491,mniffin01,0.0,0.01,132.55
8212629520,110.0,6.993519,42179odie,0.0,0.01,132.55
8212629520,112.5,6.993657000000001,42179odie,0.0,0.01,132.55
8212629520,117.51,6.9945949999999995,mniffin01,0.0,0.01,132.55
8212629520,117.52,6.995602000000001,mniffin01,0.0,0.01,132.55
8212629520,117.5,6.996111,42179odie,0.0,0.01,132.55
8212629520,121.0,6.9964699999999995,42179odie,0.0,0.01,132.55
8212629520,122.52,6.99765,streetbllking31,0.0,0.01,132.55
8212629520,126.0,6.998009,42179odie,0.0,0.01,132.55
8212629520,127.55,6.998206,streetbllking31,0.0,0.01,132.55
8212629520,131.0,6.998947,42179odie,0.0,0.01,132.55
8212629520,132.55,6.99912,streetbllking31,0.0,0.01,132.55
8212631876,70.0,1.6358219999999999,gen2probe626,0.0,59.99,124.49
8212631876,61.0,6.037662,timmons1927,0.0,59.99,124.49
8212631876,70.0,6.7663660000000005,kitkat0107,0.0,59.99,124.49
8212631876,75.0,6.889086,hypno337,0.0,59.99,124.49
8212631876,75.0,6.917153,dang800,5.0,59.99,124.49
8212631876,80.0,6.918854,42179odie,0.0,59.99,124.49
8212631876,77.0,6.930300999999999,joylov,4.0,59.99,124.49
8212631876,80.0,6.930405,joylov,4.0,59.99,124.49
8212631876,85.0,6.930475,joylov,4.0,59.99,124.49
8212631876,90.0,6.9313080000000005,42179odie,0.0,59.99,124.49
8212631876,88.0,6.941064999999999,clrankin,41.0,59.99,124.49
8212631876,90.0,6.9411570000000005,clrankin,41.0,59.99,124.49
8212631876,91.0,6.9485529999999995,joylov,4.0,59.99,124.49
8212631876,95.0,6.949456,42179odie,0.0,59.99,124.49
8212631876,121.99,6.96625,tcolgrove,4.0,59.99,124.49
8212631876,110.0,6.9670369999999995,bbyeck,0.0,59.99,124.49
8212631876,120.0,6.9672339999999995,bbyeck,0.0,59.99,124.49
8212631876,124.49,6.997257,drew3559,3.0,59.99,124.49
8212635193,10.0,0.010856000000000001,cardo8,0.0,0.01,204.11
8212635193,10.0,0.049294,sweetie6684,164.0,0.01,204.11
8212635193,15.0,0.0625,moneymaker714,0.0,0.01,204.11
8212635193,20.0,0.10908599999999999,davgig,21.0,0.01,204.11
8212635193,50.0,0.773565,nishapavo,12.0,0.01,204.11
8212635193,30.0,0.77978,davgig,21.0,0.01,204.11
8212635193,40.0,0.780081,davgig,21.0,0.01,204.11
8212635193,61.0,0.780417,davgig,21.0,0.01,204.11
8212635193,75.01,1.5314809999999999,chinozzz,326.0,0.01,204.11
8212635193,75.01,1.7339470000000001,sweetie6684,164.0,0.01,204.11
8212635193,100.01,1.734144,sweetie6684,164.0,0.01,204.11
8212635193,90.0,1.752847,davgig,21.0,0.01,204.11
8212635193,92.01,1.753391,davgig,21.0,0.01,204.11
8212635193,100.0,2.028634,airtraffic825,27.0,0.01,204.11
8212635193,150.0,2.032234,airtraffic825,27.0,0.01,204.11
8212635193,175.0,2.144155,nishapavo,12.0,0.01,204.11
8212635193,155.0,2.168657,airtraffic825,27.0,0.01,204.11
8212635193,160.0,2.168854,airtraffic825,27.0,0.01,204.11
8212635193,165.0,2.169028,airtraffic825,27.0,0.01,204.11
8212635193,201.77,3.767326,convict16,149.0,0.01,204.11
8212635193,199.09,6.963403,not_your_fathers_auction,73.0,0.01,204.11
8212635193,204.11,6.987812,mniffin01,0.0,0.01,204.11
8212668731,0.01,0.027384,elsypineda,8.0,0.01,167.5
8212668731,45.0,0.040126999999999996,blk99accord,10.0,0.01,167.5
8212668731,0.11,0.052002,elsypineda,8.0,0.01,167.5
8212668731,0.21,0.052129999999999996,elsypineda,8.0,0.01,167.5
8212668731,1.0,0.05224500000000001,elsypineda,8.0,0.01,167.5
8212668731,5.0,0.052384,elsypineda,8.0,0.01,167.5
8212668731,10.0,0.052512,elsypineda,8.0,0.01,167.5
8212668731,13.0,1.585683,travisreeves25,2.0,0.01,167.5
8212668731,50.0,1.6768290000000001,msu_cat,1.0,0.01,167.5
8212668731,47.0,2.412546,elsypineda,8.0,0.01,167.5
8212668731,50.0,2.412662,elsypineda,8.0,0.01,167.5
8212668731,55.0,3.1218630000000003,blk99accord,10.0,0.01,167.5
8212668731,52.0,4.905833,babygirljrt,0.0,0.01,167.5
8212668731,55.0,4.9059029999999995,babygirljrt,0.0,0.01,167.5
8212668731,56.0,4.926574,susieq1131955,0.0,0.01,167.5
8212668731,60.0,4.927257,susieq1131955,0.0,0.01,167.5
8212668731,70.0,5.2135419999999995,mapapuck,2.0,0.01,167.5
8212668731,65.0,5.677049,oaverbukh,5.0,0.01,167.5
8212668731,67.0,5.677454,oaverbukh,5.0,0.01,167.5
8212668731,75.0,5.678843,oaverbukh,5.0,0.01,167.5
8212668731,72.01,5.909873,dang800,5.0,0.01,167.5
8212668731,83.01,6.0568290000000005,2005jevonne,0.0,0.01,167.5
8212668731,86.5,6.058403,2005jevonne,0.0,0.01,167.5
8212668731,85.0,6.469676,hotchicka,3.0,0.01,167.5
8212668731,90.0,6.469896,hotchicka,3.0,0.01,167.5
8212668731,93.0,6.613611,oaverbukh,5.0,0.01,167.5
8212668731,155.0,6.614514,oaverbukh,5.0,0.01,167.5
8212668731,100.5,6.720938,hotchicka,3.0,0.01,167.5
8212668731,110.0,6.905023,pooters_mommy,1.0,0.01,167.5
8212668731,125.0,6.905243,pooters_mommy,1.0,0.01,167.5
8212668731,140.0,6.905775,pooters_mommy,1.0,0.01,167.5
8212668731,150.0,6.91772,pooters_mommy,1.0,0.01,167.5
8212668731,155.0,6.9178820000000005,pooters_mommy,1.0,0.01,167.5
8212668731,165.0,6.9232059999999995,javst0,0.0,0.01,167.5
8212668731,165.0,6.933981,pooters_mommy,1.0,0.01,167.5
8212668731,167.5,6.952998,oaverbukh,5.0,0.01,167.5
8212711136,26.99,0.568692,daddyo_123,6.0,1.0,47.0
8212711136,5.09,0.584479,satsalesman,15.0,1.0,47.0
8212711136,20.0,0.5845600000000001,satsalesman,15.0,1.0,47.0
8212711136,21.0,1.50353,emperorkurt,0.0,1.0,47.0
8212711136,22.0,1.5036459999999998,emperorkurt,0.0,1.0,47.0
8212711136,23.0,1.503831,emperorkurt,0.0,1.0,47.0
8212711136,24.0,1.5043870000000001,emperorkurt,0.0,1.0,47.0
